2026-01-24 15:09:39,330 - INFO - Loading results from /Users/atleguttormsen/Dropbox/Aktuelt1/Florida25/Statistikk/scraper/data/all_athlete_results.json...
2026-01-24 15:09:44,760 - INFO - Loaded 1113430 results from JSON
2026-01-24 15:09:44,760 - INFO - Loading events...
2026-01-24 15:09:45,425 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/events?select=id%2Ccode%2Cname "HTTP/2 200 OK"
2026-01-24 15:09:45,430 - INFO - Loaded 598 event mappings
2026-01-24 15:09:45,430 - INFO - Loading seasons...
2026-01-24 15:09:45,609 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/seasons?select=id%2Cyear%2Cindoor "HTTP/2 200 OK"
2026-01-24 15:09:45,612 - INFO - Loaded 142 seasons
2026-01-24 15:09:45,612 - INFO - Loading clubs...
2026-01-24 15:09:45,809 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/clubs?select=id%2Cname&offset=0&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:46,146 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/clubs?select=id%2Cname&offset=1000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:46,154 - INFO - Loaded 1987 clubs
2026-01-24 15:09:46,154 - INFO - Loading athletes...
2026-01-24 15:09:46,324 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=0&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:46,334 - INFO - Loaded 1000 athletes so far...
2026-01-24 15:09:46,500 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=1000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:46,510 - INFO - Loaded 2000 athletes so far...
2026-01-24 15:09:46,699 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=2000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:46,738 - INFO - Loaded 3000 athletes so far...
2026-01-24 15:09:46,917 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=3000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:46,924 - INFO - Loaded 4000 athletes so far...
2026-01-24 15:09:47,115 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=4000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:47,124 - INFO - Loaded 5000 athletes so far...
2026-01-24 15:09:47,301 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=5000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:47,310 - INFO - Loaded 6000 athletes so far...
2026-01-24 15:09:47,487 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=6000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:47,496 - INFO - Loaded 7000 athletes so far...
2026-01-24 15:09:47,665 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=7000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:47,676 - INFO - Loaded 8000 athletes so far...
2026-01-24 15:09:47,846 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=8000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:47,854 - INFO - Loaded 9000 athletes so far...
2026-01-24 15:09:48,023 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=9000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:48,033 - INFO - Loaded 10000 athletes so far...
2026-01-24 15:09:48,203 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=10000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:48,208 - INFO - Loaded 11000 athletes so far...
2026-01-24 15:09:48,383 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=11000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:48,389 - INFO - Loaded 12000 athletes so far...
2026-01-24 15:09:48,564 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=12000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:48,574 - INFO - Loaded 13000 athletes so far...
2026-01-24 15:09:48,750 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=13000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:48,757 - INFO - Loaded 14000 athletes so far...
2026-01-24 15:09:48,934 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=14000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:48,943 - INFO - Loaded 15000 athletes so far...
2026-01-24 15:09:49,123 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=15000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:49,129 - INFO - Loaded 16000 athletes so far...
2026-01-24 15:09:49,296 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=16000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:49,301 - INFO - Loaded 17000 athletes so far...
2026-01-24 15:09:49,470 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=17000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:49,477 - INFO - Loaded 18000 athletes so far...
2026-01-24 15:09:49,650 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=18000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:49,659 - INFO - Loaded 19000 athletes so far...
2026-01-24 15:09:49,833 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=19000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:49,839 - INFO - Loaded 20000 athletes so far...
2026-01-24 15:09:50,012 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=20000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:50,018 - INFO - Loaded 21000 athletes so far...
2026-01-24 15:09:50,195 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=21000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:50,209 - INFO - Loaded 22000 athletes so far...
2026-01-24 15:09:50,384 - INFO - HTTP Request: GET https://lwkykthpnthfcldifixg.supabase.co/rest/v1/athletes?select=id%2Cexternal_id&offset=22000&limit=1000 "HTTP/2 200 OK"
2026-01-24 15:09:50,397 - INFO - Loaded 23000 athletes so far...
